20180309,MTX    ,201803,150000,10860,38,-,-,*
20180309,MTX    ,201803,150000,10861,2,-,-, 
20180309,MTX    ,201803,150000,10861,4,-,-, 
20180309,MTX    ,201803,150000,10862,4,-,-, 
20180309,MTX    ,201803,150000,10862,2,-,-, 
20180309,MTX    ,201803,150001,10862,2,-,-, 
20180309,MTX    ,201803,150001,10863,4,-,-, 
20180309,MTX    ,201803,150001,10864,2,-,-, 
20180309,MTX    ,201803,150001,10864,2,-,-, 
20180309,MTX    ,201803,150001,10865,2,-,-, 
20180309,MTX    ,201803,150001,10865,2,-,-, 
20180309,MTX    ,201803,150001,10865,4,-,-, 
20180309,MTX    ,201803,150001,10865,4,-,-, 
20180309,MTX    ,201803,150002,10865,4,-,-, 
20180309,MTX    ,201803,150002,10865,2,-,-, 
20180309,MTX    ,201803,150002,10866,2,-,-, 
20180309,MTX    ,201803,150002,10866,4,-,-, 
20180309,MTX    ,201803,150002,10866,4,-,-, 
20180309,MTX    ,201803,150002,10866,4,-,-, 
20180309,MTX    ,201803,150002,10867,4,-,-, 
20180309,MTX    ,201803,150002,10867,6,-,-, 
20180309,MTX    ,201803,150002,10868,2,-,-, 
20180309,MTX    ,201803,150002,10868,4,-,-, 
20180309,MTX    ,201803,150002,10867,2,-,-, 
20180309,MTX    ,201803,150002,10867,2,-,-, 
20180309,MTX    ,201803,150002,10867,6,-,-, 
20180309,MTX    ,201803,150002,10867,2,-,-, 
20180309,MTX    ,201803,150002,10867,2,-,-, 
20180309,MTX    ,201803,150002,10868,2,-,-, 
20180309,MTX    ,201803,150002,10868,2,-,-, 
20180309,MTX    ,201803,150002,10868,4,-,-, 
20180309,MTX    ,201803,150002,10868,2,-,-, 
20180309,MTX    ,201803,150002,10868,2,-,-, 
20180309,MTX    ,201803,150002,10868,2,-,-, 
20180309,MTX    ,201803,150002,10869,8,-,-, 
20180309,MTX    ,201803,150002,10869,2,-,-, 
20180309,MTX    ,201803,150002,10869,6,-,-, 
20180309,MTX    ,201803,150002,10865,6,-,-, 
20180309,MTX    ,201803,150002,10864,2,-,-, 
20180309,MTX    ,201803,150002,10867,2,-,-, 
20180309,MTX    ,201803,150003,10867,10,-,-, 
20180309,MTX    ,201803,150004,10867,4,-,-, 
20180309,MTX    ,201803,150004,10867,2,-,-, 
20180309,MTX    ,201803,150004,10867,2,-,-, 
20180309,MTX    ,201803,150004,10867,4,-,-, 
20180309,MTX    ,201803,150004,10866,2,-,-, 
20180309,MTX    ,201803,150005,10867,4,-,-, 
20180309,MTX    ,201803,150006,10865,2,-,-, 
20180309,MTX    ,201803,150008,10866,4,-,-, 
20180309,MTX    ,201803,150008,10866,8,-,-, 
20180309,MTX    ,201803,150009,10866,2,-,-, 
20180309,MTX    ,201803,150011,10865,2,-,-, 
20180309,MTX    ,201803,150011,10865,2,-,-, 
20180309,MTX    ,201803,150013,10864,2,-,-, 
20180309,MTX    ,201803,150017,10863,2,-,-, 
